Long,Lat,PARCELID,NAME,ADDRESS,CITY,ZIPCODE,COUNTY,TYPE,POOL,BOATRAMPID,NPSSITE_ID,ST_PARK_ID,OWNER,OPERATING,OP_CLASS,WEB_LINK,FSOURCE,DATASOURCE,LAT_DD,LONG_DD,MGRS,GOOGLEMAP,GCID,ACRES,DESCRIPT,FLAG,UPDATE_DAY,FGDLAQDATE,ORIG_FID
-81.31396670646275,28.602608486990714,302204941404000,WINTER PARK ESTATES,2724 ALOMA AVE,WINTER PARK,32792,ORANGE,NEIGHBORHOOD PARK / OPEN SPACE,0.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.6026084887,-81.3139667064,17RMM6930364000,https://www.google.com/maps/place/17RMM6930364000,83,0.217,WINTER PARK ESTATES,V,2012-02-02 00:00:00,2021-11-18 00:00:00,18
-81.35742576632636,28.567344096216164,302218506700020,HARRY P LEU GARDENS,1730 N FOREST AVE,ORLANDO,32803,ORANGE,NEIGHBORHOOD PARK / WALKING PATH,0.0, , , ,CITY OF ORLANDO,MUNICIPALITY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.5673440979,-81.3574257673,17RMM6504360105,https://www.google.com/maps/place/17RMM6504360105,107,42.305,HARRY P LEU GARDENS,V,2015-04-27 00:00:00,2021-11-18 00:00:00,19
-81.40395407059293,28.587821331389748,292210384400360,INTERLAKEN PARK,93 INTERLAKEN RD,ORLANDO,32804,ORANGE,NEIGHBORHOOD PARK / OPEN SPACE,0.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.5878213322,-81.4039540706,17RMM6050062388,https://www.google.com/maps/place/17RMM6050062388,127,0.274,INTERLAKEN PARK,V,2012-02-02 00:00:00,2021-11-18 00:00:00,20
-81.42173632462212,28.54310009104544,292228560010010,ROOSEVELT MARTIN PARK,210 BAYSHORE DR,ORLANDO,32805,ORANGE,NEIGHBORHOOD PARK / PLAYGROUND,0.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.5431000928,-81.4217363256,17RMM5874357439,https://www.google.com/maps/place/17RMM5874357439,137,2.142,ROOSEVELT MARTIN PARK,V,2012-02-02 00:00:00,2021-11-18 00:00:00,21
-81.39342383982662,28.519633366309478,292303018023009,KALEY SQUARE PARK,2106 S WESTMORELAND DR,ORLANDO,32805,ORANGE,NEIGHBORHOOD PARK / MIXED USE RECREATION,0.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.5196333671,-81.3934238409,17RMM6150554830,https://www.google.com/maps/place/17RMM6150554830,146,1.969,KALEY SQUARE PARK,V,2015-04-27 00:00:00,2021-11-18 00:00:00,22
-81.35402314704629,28.507371224828677,302307000000094,FORT GATLIN RECREATION COMPLEX,2009 LAKE MARGARET DR,ORLANDO,32806,ORANGE,NEIGHBORHOOD PARK / MIXED USE RECREATION,1.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.5073712265,-81.354023147,17RMM6535653460,https://www.google.com/maps/place/17RMM6535653460,154,7.601,FORT GATLIN RECREATION COMPLEX,V,2012-02-02 00:00:00,2021-11-18 00:00:00,24
-81.29632385331563,28.544503345449048,302227000000076,YUCATAN PARK,6400 YUCATAN DR,ORLANDO,32807,ORANGE,NEIGHBORHOOD PARK / DOG PARK,0.0, , , ,CITY OF ORLANDO,MUNICIPALITY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.5445033481,-81.2963238543,17RMM7101257558,https://www.google.com/maps/place/17RMM7101257558,160,11.212,YUCATAN PARK,V,2012-02-02 00:00:00,2021-11-18 00:00:00,25
-81.27934068494908,28.57435923854278,302214000000114,ARCADIA ACRES PARK,7768 LADY FRANCES WAY,ORLANDO,32807,ORANGE,NEIGHBORHOOD PARK / ATHLETIC,0.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.5743592393,-81.2793406849,17RMM7268160862,https://www.google.com/maps/place/17RMM7268160862,161,4.559,ARCADIA ACRES PARK,V,2015-04-27 00:00:00,2021-11-18 00:00:00,26
-81.44619195267923,28.59162720125594,292207803200000,SIGNAL HILL PARK,3877 WATCH HILL RD,ORLANDO,32808,ORANGE,NEIGHBORHOOD PARK / MIXED USE RECREATION,0.0, , , ,CITY OF ORLANDO,MUNICIPALITY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.591627202,-81.4461919527,17RMM5637162824,https://www.google.com/maps/place/17RMM5637162824,169,5.275,SIGNAL HILL PARK,V,2015-04-27 00:00:00,2021-11-18 00:00:00,28
-81.43574722833384,28.553736366354673,292220000000042,EMERY HAMILTON SPORTS COMPLEX SOCCER AND RUGBY FIELDS,4400 W COLONIAL DR,ORLANDO,32808,ORANGE,NEIGHBORHOOD PARK / ATHLETIC,0.0, , , ,CITY OF ORLANDO,MUNICIPALITY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.5537363671,-81.4357472283,17RMM5737758623,https://www.google.com/maps/place/17RMM5737758623,170,31.916,EMERY HAMILTON SPORTS COMPLEX SOCCER AND RUGBY FIELDS,V,2012-02-02 00:00:00,2021-11-18 00:00:00,29
-81.44256551988272,28.563081971508456,292219308600000,BARNETT PARK / BARNETT GYM & BOAT RAMP,4801 W COLONIAL DR,ORLANDO,32808,ORANGE,NEIGHBORHOOD PARK / MIXED USE RECREATION,0.0,OR70018PC, , ,ORANGE COUNTY,COUNTY,PUBLIC,https://public.myfwc.com/LE/boatramp/public/Ramp.aspx?FacilityID=OR70018PC,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.5630819723,-81.4425655199,17RMM5671459660,https://www.google.com/maps/place/17RMM5671459660,172,187.06,BARNETT PARK / BARNETT GYM & BOAT RAMP,V,2012-02-02 00:00:00,2021-11-18 00:00:00,30
-81.4181172434099,28.63514620942977,292128746408050,RIVERSIDE ACRES,8636 GARNET AVE,ORLANDO,32810,ORANGE,NEIGHBORHOOD PARK / PLAYGROUND,0.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.6351462102,-81.4181172444,17RMM5913367635,https://www.google.com/maps/place/17RMM5913367635,178,8.962,RIVERSIDE ACRES,V,2015-04-27 00:00:00,2021-11-18 00:00:00,31
-81.41481952963,28.601420556661893,292204875300010,TROTTERS PARK,2701 LEE RD,ORLANDO,32810,ORANGE,NEIGHBORHOOD PARK / MIXED USE RECREATION,0.0, , , ,CITY OF ORLANDO,MUNICIPALITY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.6014205584,-81.4148195296,17RMM5944263898,https://www.google.com/maps/place/17RMM5944263898,179,55.157,TROTTERS PARK,V,2016-06-17 00:00:00,2021-11-18 00:00:00,32
-81.44791366540025,28.520123125715358,292306226500001,EAGLE NEST PARK,5165 METROWEST BLVD,ORLANDO,32811,ORANGE,NEIGHBORHOOD PARK / MIXED USE RECREATION,0.0, , , ,CITY OF ORLANDO,MUNICIPALITY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.5201231265,-81.4479136654,17RMM5617354903,https://www.google.com/maps/place/17RMM5617354903,184,481.251,EAGLE NEST PARK,V,2016-06-17 00:00:00,2021-11-18 00:00:00,33
-81.43696429269473,28.544952458804673,292229000000053,IVEY LANE RECREATION SITE,291 SILVERTON ST,ORLANDO,32811,ORANGE,NEIGHBORHOOD PARK / MIXED USE RECREATION,0.0, , , ,CITY OF ORLANDO,MUNICIPALITY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.5449524596,-81.4369642927,17RMM5725457650,https://www.google.com/maps/place/17RMM5725457650,186,11.389,IVEY LANE RECREATION SITE,V,2016-06-17 00:00:00,2021-11-18 00:00:00,34
-81.31178341167231,28.483223553064278,302316163707370,TURNBULL PARK,4941 TURNBULL DR,ORLANDO,32812,ORANGE,NEIGHBORHOOD PARK / MIXED USE RECREATION,0.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.4832235548,-81.3117834116,17RMM6948250773,https://www.google.com/maps/place/17RMM6948250773,191,3.837,TURNBULL PARK,V,2012-02-02 00:00:00,2021-11-18 00:00:00,35
-81.3203107605045,28.497936454331185,302309000000045,BARBER PARK,3701 GATLIN AVE,ORLANDO,32812,ORANGE,NEIGHBORHOOD PARK / DOG PARK,0.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.4979364551,-81.3203107615,17RMM6865252405,https://www.google.com/maps/place/17RMM6865252405,193,66.058,BARBER PARK,V,2012-02-02 00:00:00,2021-11-18 00:00:00,36
-81.23489266158388,28.5806930567984,312217000000074,BLANCHARD PARK AND LITTLE ECON GREENWAY,2451 N DEAN RD,ORLANDO,32817,ORANGE,NEIGHBORHOOD PARK / MIXED USE RECREATION,1.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.5806930576,-81.2348926626,17RMM7703061554,https://www.google.com/maps/place/17RMM7703061554,196,135.871,BLANCHARD PARK AND LITTLE ECON GREENWAY,V,2015-04-27 00:00:00,2021-11-18 00:00:00,37
-81.49864113254978,28.55534281250946,282222893200000,HONOLULU PARK,8200 HONOLULU DR,ORLANDO,32818,ORANGE,NEIGHBORHOOD PARK / PLAYGROUND,0.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.5553428133,-81.4986411325,17RMM5122658824,https://www.google.com/maps/place/17RMM5122658824,197,3.001,HONOLULU PARK,V,2016-06-17 00:00:00,2021-11-18 00:00:00,38
-81.481534488737,28.489954015148285,282314000000001,SHADOW BAY AND LAKE CANE TENNIS CENTER,5100 TURKEY LAKE RD,ORLANDO,32835,ORANGE,NEIGHBORHOOD PARK / MIXED USE RECREATION,0.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.4899540178,-81.4815344897,17RMM5287051574,https://www.google.com/maps/place/17RMM5287051574,198,112.343,SHADOW BAY AND LAKE CANE TENNIS CENTER,V,2012-02-02 00:00:00,2021-11-18 00:00:00,39
-81.10264042388096,28.55947608174901,322222071246003,BITHLO COMMUNITY PARK,18501 WASHINGTON AVE,ORLANDO,32820,ORANGE,NEIGHBORHOOD PARK / ATHLETIC,0.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.5594760825,-81.1026404239,17RMM8996159185,https://www.google.com/maps/place/17RMM8996159185,199,37.883,BITHLO COMMUNITY PARK,V,2012-02-02 00:00:00,2021-11-18 00:00:00,40
-81.29020626975763,28.534370568007596,302235640002440,CAPEHART PARK,715 CAPEHART DR,ORLANDO,32822,ORANGE,NEIGHBORHOOD PARK / MIXED USE RECREATION,1.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.5343705688,-81.2902062708,17RMM7160856434,https://www.google.com/maps/place/17RMM7160856434,200,11.374,CAPEHART PARK,V,2012-02-02 00:00:00,2021-11-18 00:00:00,41
-81.37726565591021,28.397703124359047,292414000000021,SOUTH ORANGE YOUTH SPORTS COMPLEX,11800 S ORANGE AVE,ORLANDO,32824,ORANGE,NEIGHBORHOOD PARK / ATHLETIC,0.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.3977031261,-81.3772656569,17RMM6304341317,https://www.google.com/maps/place/17RMM6304341317,202,33.818,SOUTH ORANGE YOUTH SPORTS COMPLEX,V,2016-06-17 00:00:00,2021-11-18 00:00:00,42
-81.36504916776805,28.427286325320022,292401851651101,TAFT BALL FIELD,1140 5TH ST,ORLANDO,32824,ORANGE,NEIGHBORHOOD PARK / ATHLETIC,0.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.4272863261,-81.3650491678,17RMM6425044591,https://www.google.com/maps/place/17RMM6425044591,203,1.747,TAFT BALL FIELD,V,2012-02-02 00:00:00,2021-11-18 00:00:00,43
-81.37537795774239,28.433269146404125,292336822840102,TAFT PARK,124 CYPRESS ST,ORLANDO,32824,ORANGE,NEIGHBORHOOD PARK / MIXED USE RECREATION,0.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.4332691472,-81.3753779588,17RMM6324045257,https://www.google.com/maps/place/17RMM6324045257,204,0.821,TAFT PARK,V,2016-06-17 00:00:00,2021-11-18 00:00:00,44
-81.38510761599628,28.381316572483456,292423000000005,BEAR CREEK RECREATION COMPLEX,1600 BEAR CROSSING DR,ORLANDO,32824,ORANGE,NEIGHBORHOOD PARK / ATHLETIC,0.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.3813165733,-81.385107616,17RMM6226939504,https://www.google.com/maps/place/17RMM6226939504,205,36.62,BEAR CREEK RECREATION COMPLEX,V,2012-02-02 00:00:00,2021-11-18 00:00:00,45
-81.34440732888466,28.373651502917063,302430000000011,MEADOW WOODS PARK AND ORANGE COUNTY ORLANDO MAGIC RECREATION CENTER,1751 RHODE ISLAND WOODS CIR,ORLANDO,32824,ORANGE,NEIGHBORHOOD PARK / DOG PARK,0.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.3736515037,-81.3444073289,17RMM6625438643,https://www.google.com/maps/place/17RMM6625438643,206,21.322,MEADOW WOODS PARK AND ORANGE COUNTY ORLANDO MAGIC RECREATION CENTER,V,2016-06-17 00:00:00,2021-11-18 00:00:00,46
-81.25866242722616,28.56460887780171,312219000000045,CHENEY HEIGHTS PARK,9305 MAVIS ST,ORLANDO,32825,ORANGE,NEIGHBORHOOD PARK / WALKING PATH,0.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.5646088795,-81.2586624272,17RMM7470159777,https://www.google.com/maps/place/17RMM7470159777,207,9.532,CHENEY HEIGHTS PARK,V,2012-02-02 00:00:00,2021-11-18 00:00:00,47
-81.26203620832662,28.567184817364716,302224229500010,DONNYBROOK PARK,9109 DONNYBROOK DR,ORLANDO,32825,ORANGE,NEIGHBORHOOD PARK / MIXED USE RECREATION,0.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.5671848191,-81.2620362093,17RMM7437260063,https://www.google.com/maps/place/17RMM7437260063,208,2.48,DONNYBROOK PARK,V,2015-04-27 00:00:00,2021-11-18 00:00:00,48
-81.24225415139342,28.566731316532266,312220000000001,DOWNEY PARK,10107 FLOWERS AVE,ORLANDO,32817,ORANGE,NEIGHBORHOOD PARK / MIXED USE RECREATION,1.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.5667313173,-81.2422541524,17RMM7630760009,https://www.google.com/maps/place/17RMM7630760009,209,54.538,DOWNEY PARK,V,2016-06-17 00:00:00,2021-11-18 00:00:00,49
-81.20203837531066,28.56266337481006,312222000000003,EAST ORANGE NEIGHBORHOOD PARK,12050 E COLONIAL DR,ORLANDO,32826,ORANGE,NEIGHBORHOOD PARK / MIXED USE RECREATION,0.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.5626633765,-81.2020383763,17RMM8023959551,https://www.google.com/maps/place/17RMM8023959551,211,41.106,EAST ORANGE NEIGHBORHOOD PARK,V,2012-02-02 00:00:00,2021-11-18 00:00:00,50
-81.25821010111497,28.497453767545,312307000000013,SOUTH ECON COMMUNITY PARK AND RENAISSANCE SENIOR CENTER,3800 S ECONLOCKHATCHEE RD,ORLANDO,32829,ORANGE,NEIGHBORHOOD PARK / MIXED USE RECREATION,0.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.4974537683,-81.2582101011,17RMM7473052337,https://www.google.com/maps/place/17RMM7473052337,212,57.011,SOUTH ECON COMMUNITY PARK AND RENAISSANCE SENIOR CENTER,V,2012-02-02 00:00:00,2021-11-18 00:00:00,51
-81.07373701929245,28.515353892913172,322301759725190,WEDGEFIELD PARK,20425 MANSFIELD ST,ORLANDO,32833,ORANGE,NEIGHBORHOOD PARK / MIXED USE RECREATION,0.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.5153538946,-81.0737370203,17RMM9278554295,https://www.google.com/maps/place/17RMM9278554295,214,7.702,WEDGEFIELD PARK,V,2012-02-02 00:00:00,2021-11-18 00:00:00,52
-81.49659984922761,28.539803470524912,282227000000002,ROSE PLACE PARK,8200 OLD WINTER GARDEN RD,ORLANDO,32835,ORANGE,NEIGHBORHOOD PARK / MIXED USE RECREATION,0.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.5398034722,-81.4965998502,17RMM5141857102,https://www.google.com/maps/place/17RMM5141857102,215,15.972,ROSE PLACE PARK,V,2016-06-17 00:00:00,2021-11-18 00:00:00,53
-81.46560103543734,28.542571629034782,282225000000034,ORLO VISTA PARK,1 N POWERS DR,ORLANDO,32835,ORANGE,NEIGHBORHOOD PARK / MIXED USE RECREATION,0.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.5425716307,-81.4656010354,17RMM5445257397,https://www.google.com/maps/place/17RMM5445257397,216,34.011,ORLO VISTA PARK,V,2015-04-27 00:00:00,2021-11-18 00:00:00,54
-81.53066124957617,28.431412268739603,282405000000013,WEST BEACH PARK,9227 WINTER GARDEN VINELAND RD,ORLANDO,32836,ORANGE,NEIGHBORHOOD PARK / MIXED USE RECREATION,0.0, ,12-00388, ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.4314122695,-81.5306612506,17RMM4803345108,https://www.google.com/maps/place/17RMM4803345108,217,6.217,WEST BEACH PARK,V,2016-06-17 00:00:00,2021-11-18 00:00:00,55
-81.41811161418124,28.40916679746238,292409181100002,LESTER MANDELL PARK,3500 CENTRAL FLORIDA,ORLANDO,32837,ORANGE,NEIGHBORHOOD PARK / ATHLETIC,0.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.4091667992,-81.4181116142,17RMM5904642600,https://www.google.com/maps/place/17RMM5904642600,218,7.746,LESTER MANDELL PARK,V,2012-02-02 00:00:00,2021-11-18 00:00:00,56
-81.3811858601026,28.479714479993444,292314398000000,BIG OAK PARK,531 KENMORE CIR,ORLANDO,32839,ORANGE,NEIGHBORHOOD PARK / OPEN SPACE,0.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.4797144817,-81.3811858601,17RMM6268850404,https://www.google.com/maps/place/17RMM6268850404,219,1.738,BIG OAK PARK,V,2012-02-02 00:00:00,2021-11-18 00:00:00,57
-81.38715812112078,28.473801341176078,292323000000102,PADGETT PARK,5811 PADGETT CIR,ORLANDO,32839,ORANGE,NEIGHBORHOOD PARK / MIXED USE RECREATION,0.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.4738013447,-81.3871581231,17RMM6210149751,https://www.google.com/maps/place/17RMM6210149751,220,0.677,PADGETT PARK,V,2012-02-02 00:00:00,2021-11-18 00:00:00,58
-81.45268037455683,28.60466773555388,292206584400550,ROLLING HILLS PARK,4950 N PINE HILLS RD,ORLANDO,32808,ORANGE,NEIGHBORHOOD PARK / ATHLETIC,0.0, , , ,ORANGE COUNTY,COUNTY,PUBLIC, ,GEOPLAN,ORLANDOPARKS AND FGDL - STATEWIDE_PARCELS10,28.6046677364,-81.4526803756,17RMM5574264271,https://www.google.com/maps/place/17RMM5574264271,221,9.074,ROLLING HILLS PARK,V,2012-02-02 00:00:00,2021-11-18 00:00:00,59
