Long,Lat,STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,SQ_FEET,HOURS,WKS_OPEN,YR_SUB,LONGITUD,LATITUDE,LOCALE,REAPLOCALE,Data_Year,FID_L0USA_Counties_Generalized,GlobalID
-80.34215199999994,25.62894700000004,FL,FL0025,6,FL0025-006,CORAL REEF BRANCH LIBRARY,9211 CORAL REEF DRIVE,MIAMI,33157,1772,MIAMI-DADE,3052338324.0,BR,16000,-1,52,2017,-80.342152,25.628947,13,2,2017,2939,{b143aecc-b3b5-4f28-a506-0ec6e12a462a}
-80.28613599999994,25.668333000000075,FL,FL0025,51,FL0025-051,PINECREST BRANCH LIBRARY,5835 S.W. 111 STREET,MIAMI,33156,4103,MIAMI-DADE,3056684571.0,BR,15000,-1,52,2017,-80.286136,25.668333,21,3,2017,2939,{3be9ab48-ad8a-4bdc-bf35-85659bf91be6}
-80.44407799999993,25.67292100000003,FL,FL0025,33,FL0025-033,WEST KENDALL REGIONAL LIBRARY,10201 HAMMOCKS BLVD,MIAMI,33196,4712,MIAMI-DADE,3053857135.0,BR,38920,-1,52,2017,-80.444078,25.672921,21,3,2017,2939,{116f6e8f-afa0-4a9b-9d24-d0af1645a7d0}
-80.44132999999994,25.684637000000066,FL,FL0025,50,FL0025-050,KENDALE LAKES BRANCH LIBRARY,15205 S.W. 88 STREET,MIAMI,33196,1302,MIAMI-DADE,3053880326.0,BR,15000,-1,52,2017,-80.44133,25.684637,21,3,2017,2939,{d7eb1a9f-c616-41ce-a292-10d0c9bac80b}
-80.35079399999995,25.685609000000056,FL,FL0025,15,FL0025-015,KENDALL BRANCH LIBRARY,9101 S.W. 97 AVENUE,MIAMI,33176,1939,MIAMI-DADE,3052790520.0,BR,14000,-1,52,2017,-80.350794,25.685609,13,2,2017,2939,{298bdb10-7a31-4226-ae70-fd8a6dc424d0}
-80.16292599999997,25.695992000000047,FL,FL0025,7,FL0025-007,KEY BISCAYNE BRANCH LIBRARY,299 CRANDON BLVD.,KEY BISCAYNE,33149,1307,MIAMI-DADE,3053616134.0,BR,6000,-1,52,2017,-80.162926,25.695992,21,3,2017,-1,{2168198a-fb47-4236-94bb-ed3129eb7f9d}
-80.36917799999998,25.701081000000045,FL,FL0025,52,FL0025-052,SUNSET BRANCH LIBRARY,10855 S.W. 72 STREET,MIAMI,33173,2788,MIAMI-DADE,3052706368.0,BR,2950,-1,52,2017,-80.369178,25.701081,13,2,2017,2939,{555df084-53a5-4103-a380-bb117f9ac34e}
-80.29173699999996,25.704132000000072,FL,FL0025,27,FL0025-027,SOUTH MIAMI BRANCH LIBRARY,6000 SUNSET DR.,SOUTH MIAMI,33143,5004,MIAMI-DADE,3056676121.0,BR,11500,-1,52,2017,-80.291737,25.704132,21,3,2017,2939,{71d6c502-a0aa-47e5-8153-5e439b6a4804}
-80.43943999999993,25.726058000000023,FL,FL0025,40,FL0025-040,LAKES OF THE MEADOW BRANCH LIBRARY,4284 S.W. 152 AVENUE,MIAMI,33185,5253,MIAMI-DADE,3052222149.0,BR,3596,-1,52,2017,-80.43944,25.726058,21,3,2017,2939,{b43be38e-2c7e-4be0-8ade-c45b8c9e91f7}
-80.24074999999993,25.72685000000007,FL,FL0025,4,FL0025-004,COCONUT GROVE BRANCH LIBRARY,2875 MCFARLANE ROAD,MIAMI,33133,6008,MIAMI-DADE,3054428695.0,BR,6394,-1,52,2017,-80.24075,25.72685,11,1,2017,2939,{dcc8aaec-08ff-4571-a978-6a00fd036243}
-80.25141099999996,25.730922000000078,FL,FL0025,53,FL0025-053,VIRRICK PARK BRANCH LIBRARY,3255 PLAZA STREET,MIAMI,33133,4903,MIAMI-DADE,3054427872.0,BR,3500,-1,52,2017,-80.251411,25.730922,11,1,2017,2939,{a8045986-10af-476f-9e54-dc524ce18896}
-80.37580099999997,25.732882000000075,FL,FL0025,37,FL0025-037,CONCORD BRANCH LIBRARY,3882 S.W. 112 AVENUE,MIAMI,33165,4434,MIAMI-DADE,3052071344.0,BR,3000,-1,52,2017,-80.375801,25.732882,21,3,2017,2939,{3cb947be-29ae-4f8f-b57f-702b7cc13faa}
-80.26629099999997,25.73969900000003,FL,FL0025,5,FL0025-005,CORAL GABLES BRANCH LIBRARY,3443 SEGOVIA STREET,CORAL GABLES,33134,7029,MIAMI-DADE,3054428706.0,BR,28446,-1,52,2017,-80.266291,25.739699,21,3,2017,2939,{268dbd6c-1f74-4486-9648-00faa9242b1d}
-80.34777999999994,25.747411000000056,FL,FL0025,29,FL0025-029,WEST DADE REGIONAL LIBRARY,9445 CORAL WAY,MIAMI,33165,8115,MIAMI-DADE,3055531134.0,BR,52600,-1,52,2017,-80.34778,25.747411,21,3,2017,2939,{8a7934a5-d3bb-453c-901d-6c8c30e1745f}
-80.34777999999994,25.747411000000056,FL,FL0025,36,FL0025-036,MOBILE LIBRARY SERVICES,9445 CORAL WAY,MIAMI,33165,8115,MIAMI-DADE,3054801729.0,BS,-4,-1,52,2017,-80.34778,25.747411,21,3,2017,2939,{2718e218-f89a-439a-9d2f-69cec66b637d}
-80.22848099999999,25.754435000000058,FL,FL0025,25,FL0025-025,SHENANDOAH BRANCH LIBRARY,2111 SW 19TH STREET,MIAMI,33145,2129,MIAMI-DADE,3052504688.0,BR,6645,-1,52,2017,-80.228481,25.754435,11,1,2017,2939,{c4540cd3-53fd-4d82-b52c-421eef32f7a7}
-80.41067699999996,25.76085900000004,FL,FL0025,42,FL0025-042,TAMIAMI BRANCH LIBRARY,13250-52 S.W. EIGHTH STREET,MIAMI,33184,M,MIAMI-DADE,3052234758.0,BR,1800,-1,52,2017,-80.410677,25.760859,21,3,2017,2939,{fb65e9f7-b99f-47c0-8373-a096fcca449c}
-80.29945599999996,25.763202000000035,FL,FL0025,11,FL0025-011,FAIRLAWN BRANCH LIBRARY,6376 S.W. 8 STREET,MIAMI,33144,4812,MIAMI-DADE,3052611571.0,BR,4000,-1,52,2017,-80.299456,25.763202,21,3,2017,2939,{2f6afe30-9755-462d-8b55-a708b7ef1f72}
-80.13776599999994,25.770144000000073,FL,FL0025,28,FL0025-028,SOUTH SHORE BRANCH LIBRARY,131 ALTON ROAD,MIAMI BEACH,33139,6708,MIAMI-DADE,3055354223.0,BR,5000,-1,52,2017,-80.137766,25.770144,13,2,2017,-1,{abeed75b-ee97-4f75-aa57-32bd1e5de6fb}
-80.27740499999999,25.77120300000007,FL,FL0025,31,FL0025-031,WEST FLAGLER BRANCH LIBRARY,5050 WEST FLAGLER STREET,MIAMI,33134,1239,MIAMI-DADE,3054428710.0,BR,4927,-1,52,2017,-80.277405,25.771203,11,1,2017,2939,{1af196c9-ff47-4980-9bb1-30ffbe821697}
-80.21787499999994,25.772398000000067,FL,FL0025,13,FL0025-013,HISPANIC BRANCH LIBRARY,1398 SW 1 ST.,MIAMI,33135,2380,MIAMI-DADE,3056438574.0,BR,2800,-1,52,2017,-80.217875,25.772398,11,1,2017,2939,{e396dae5-b7b4-41ee-b2ff-db2c0a37674d}
-80.19639099999995,25.774088000000063,FL,FL0025,2,FL0025-002,"MAIN LIBRARY, MIAMI-DADE PUBLIC LIBRARY SYSTEM",101 WEST FLAGLER STREET,MIAMI,33130,1535,MIAMI-DADE,3053752665.0,CE,125000,-1,52,2017,-80.196391,25.774088,11,1,2017,2939,{17be1def-887e-4c4a-9cd0-38aa196874a7}
-80.35977699999995,25.782729000000074,FL,FL0025,49,FL0025-049,INTERNATIONAL MALL BRANCH LIBRARY,10315 N.W. 12 STREET,MIAMI,33172,2701,MIAMI-DADE,3055942514.0,BR,7500,-1,52,2017,-80.359777,25.782729,21,3,2017,2939,{5587eb8d-80aa-4160-a2fa-61b9589059cf}
-80.20005099999997,25.78672800000004,FL,FL0025,19,FL0025-019,CULMER/ OVERTOWN BRANCH LIBRARY,350 N.W. 13 STREET,MIAMI,33136,2515,MIAMI-DADE,3055795322.0,BR,4500,-1,52,2017,-80.200051,25.786728,11,1,2017,2939,{59c0218f-816f-48bb-acec-386db76f3b9c}
-80.21489999999994,25.789457000000027,FL,FL0025,34,FL0025-034,CIVIC CENTER STATION BRANCH LIBRARY,1501 N.W. 12 AVENUE,MIAMI,33136,M,MIAMI-DADE,3053240291.0,BR,144,-1,52,2017,-80.2149,25.789457,11,1,2017,2939,{f5d94568-aca7-4f68-a6f9-d79d160f9cec}
-80.12874599999998,25.797721000000024,FL,FL0025,12,FL0025-012,MIAMI BEACH REGIONAL LIBRARY,227 22ND ST.,MIAMI BEACH,33139,1707,MIAMI-DADE,3055354219.0,BR,42000,-1,52,2017,-80.128746,25.797721,13,2,2017,-1,{93419ba3-9ab8-444e-b401-92d1f1b7c79a}
-80.22577399999994,25.808598000000075,FL,FL0025,3,FL0025-003,ALLAPATTAH BRANCH LIBRARY,1799 NW 35TH STREET,MIAMI,33142,5421,MIAMI-DADE,3056386086.0,BR,5415,-1,52,2017,-80.225774,25.808598,11,1,2017,2939,{abcf37ec-4e65-4ba8-9922-08e17de8e7ac}
-80.28752599999996,25.820868000000075,FL,FL0025,20,FL0025-020,MIAMI SPRINGS BRANCH LIBRARY,401 WESTWARD DRIVE,MIAMI SPRINGS,33166,5155,MIAMI-DADE,3058053811.0,BR,3480,-1,52,2017,-80.287526,25.820868,21,3,2017,2939,{53b1d2e5-b870-495e-9fe8-5953ab6bbdd8}
-80.23415799999998,25.824189000000047,FL,FL0025,21,FL0025-021,MODEL CITY BRANCH LIBRARY,2211 N.W. 54 STREET,MIAMI,33142,3007,MIAMI-DADE,3056362233.0,BR,11644,-1,52,2017,-80.234158,25.824189,21,3,2017,2939,{ddd96bbd-431c-44ab-9654-afc0649e2e9e}
-80.37182299999995,25.82633000000004,FL,FL0025,43,FL0025-043,DORAL BRANCH LIBRARY,10785 N.W. 58 STREET,MIAMI,33178,2801,MIAMI-DADE,3057169598.0,BR,2975,-1,52,2017,-80.371823,25.82633,21,3,2017,2939,{69d2815f-ef81-4c87-b53f-4aecb5a5ff95}
-80.27342799999997,25.826689000000044,FL,FL0023,3,FL0023-003,LUA A. CURTISS BRANCH LIBRARY,501 EAST 4TH AVENUE,HIALEAH,33010,4805,MIAMI-DADE,3058836950.0,BR,1958,990,52,2017,-80.273428,25.826689,21,3,2017,2939,{2bc179d1-7aa5-411d-a247-36211a3e4314}
-80.20535099999995,25.83245900000003,FL,FL0025,16,FL0025-016,EDISON CENTER BRANCH LIBRARY,531 N.W. 62 STREET,MIAMI,33150,4327,MIAMI-DADE,3057570668.0,BR,6645,-1,52,2017,-80.205351,25.832459,11,1,2017,2939,{32a8d924-9055-456e-a6d8-f03b8c4f1bc3}
-80.18726399999997,25.83255500000007,FL,FL0025,8,FL0025-008,LEMON CITY BRANCH LIBRARY,430 N.E. 61 STREET,MIAMI,33137,2221,MIAMI-DADE,3057570662.0,BR,6393,-1,52,2017,-80.187264,25.832555,11,1,2017,2939,{15fe9c28-59d9-4b95-81e5-67ab2e13ce58}
-80.19378099999994,25.847506000000067,FL,FL0025,10,FL0025-010,LITTLE RIVER BRANCH LIBRARY,160 NE 79TH STREET,MIAMI,33138,4858,MIAMI-DADE,3057518689.0,BR,6584,-1,52,2017,-80.193781,25.847506,11,1,2017,2939,{e7496396-9670-44af-a97b-f123173864d7}
-80.29837399999997,25.847970000000032,FL,FL0023,8,FL0023-008,WALKER E-LIBRARY,800 WEST 29TH STREET,HIALEAH,33012,5699,MIAMI-DADE,3058836317.0,BR,5554,990,52,2017,-80.298374,25.84797,21,3,2017,2939,{20d0abb2-54ab-43c8-8cb2-76241178642b}
-80.20931799999994,25.850977000000057,FL,FL0025,55,FL0025-055,ARCOLA LAKES BRANCH,8240 NW 7 AVENUE,MIAMI,33150,2710,MIAMI-DADE,3056942707.0,BR,9670,-1,52,2017,-80.209318,25.850977,21,3,2017,2939,{282bbb29-2e2d-4c5b-a213-4c6366bfbee4}
-81.38447999999994,25.857920000000036,FL,FL0020,9,FL0020-009,EVERGLADES CITY BRANCH LIBRARY,102 COPELAND AVENUE N,EVERGLADES CITY,34139,M,COLLIER,2396952511.0,BR,900,1489,48,2017,-81.38448,25.85792,42,8,2017,83,{c63831be-df01-4d13-a4da-9a624eacf95c}
-80.12100499999997,25.86082200000004,FL,FL0025,23,FL0025-023,NORTH SHORE BRANCH LIBRARY,7501 COLLINS AVE,MIAMI BEACH,33141,2107,MIAMI-DADE,3058645392.0,BR,3900,-1,52,2017,-80.121005,25.860822,13,2,2017,-1,{d63f482f-bf15-4f52-a53b-6d6522c22d06}
-80.24240299999997,25.861886000000027,FL,FL0025,32,FL0025-032,NORTH CENTRAL BRANCH LIBRARY,9590 N.W. 27 AVENUE,MIAMI,33147,2458,MIAMI-DADE,3056934541.0,BR,4980,-1,52,2017,-80.242403,25.861886,21,3,2017,2939,{217550eb-df97-4761-b42f-fe04a67ca8d8}
-80.28587099999999,25.866724000000033,FL,FL0023,2,FL0023-002,JOHN F. KENNEDY LIBRARY,190 WEST 49TH STREET,HIALEAH,33012,3712,MIAMI-DADE,3058212700.0,CE,27830,1712,46,2017,-80.285871,25.866724,21,3,2017,2939,{88bf847b-2c3d-492e-bddd-fbff52c8d11d}
-80.19356199999999,25.867282000000046,FL,FL0022,2,FL0022-002,BROCKWAY MEMORIAL LIBRARY,10021 NORTHEAST SECOND AVENUE,MIAMI SHORES,33138,2303,MIAMI-DADE,3057588107.0,CE,11000,-1,-1,2017,-80.193562,25.867282,21,3,2017,2939,{10f48a93-6f5a-46eb-9691-b4404980500f}
-80.31749099999996,25.870791000000054,FL,FL0023,7,FL0023-007,WILDE E-LIBRARY,1701 WEST 53RD TERRACE,HIALEAH,33012,2200,MIAMI-DADE,3058189766.0,BR,2100,990,52,2017,-80.317491,25.870791,21,3,2017,2939,{0dcc3689-fc60-432a-80a6-da650785fc78}
-80.33974399999994,25.876055000000065,FL,FL0025,39,FL0025-039,HIALEAH GARDENS BRANCH LIBRARY,11300 N.W. 87 COURT,HIALEAH GARDENS,33018,4586,MIAMI-DADE,3058208520.0,BR,1200,-1,52,2017,-80.339744,25.876055,21,3,2017,2939,{588049c4-3f5a-47dc-b716-ac69682efe40}
-80.13230899999996,25.88570100000004,FL,FL0025,56,FL0025-051,BAY HARBOR ISLANDS LIBRARY,1175 95TH STREET,BAY HARBOR ISLANDS,33154,2018,MIAMI-DADE,7866469961.0,BR,4304,-1,-1,2017,-80.132309,25.885701,21,3,2017,-1,{052541ad-bf87-4942-ae68-7dd1544a6f05}
-80.30382799999995,25.889852000000076,FL,FL0023,4,FL0023-004,NORTH HIALEAH E-LIBRARY,7400 WEST 10TH AVENUE,HIALEAH,33014,4786,MIAMI-DADE,3058164470.0,BR,1617,990,52,2017,-80.303828,25.889852,21,3,2017,2939,{f1c0fee9-5284-4762-b9b3-8e9809a7824c}
-80.33197599999994,25.890233000000023,FL,FL0023,5,FL0023-005,WEST HIALEAH E-LIBRARY,7400 WEST 24TH AVENUE,HIALEAH,33016,6573,MIAMI-DADE,3056983615.0,BR,6030,990,52,2017,-80.331976,25.890233,21,3,2017,2939,{46d6d2da-a118-4cd8-83e1-2094c511084c}
-80.18187799999998,25.89689100000004,FL,FL0103,2,FL0103-002,NORTH MIAMI PUBLIC LIBRARY,835 N.E. 132ND STREET,NORTH MIAMI,33161,4116,MIAMI-DADE,3058915535.0,CE,20080,2548,52,2017,-80.181878,25.896891,21,3,2017,2939,{b201a097-bad1-4cc8-8b2a-b4fb5950b08f}
-80.25133399999999,25.902240000000063,FL,FL0025,47,FL0025-047,OPA-LOCKA BRANCH LIBRARY,"780 FISHERMAN STREET, SUITE 140",OPA-LOCKA,33054,3807,MIAMI-DADE,3056881134.0,BR,3000,-1,52,2017,-80.251334,25.90224,21,3,2017,2939,{4c38caf4-61d7-4234-a92f-d34d5f64ac36}
-80.30911099999997,25.92307900000003,FL,FL0025,14,FL0025-014,MIAMI LAKES BRANCH LIBRARY,6699 WINDMILL GATE ROAD,MIAMI LAKES,33014,6074,MIAMI-DADE,3058226520.0,BR,11000,-1,52,2017,-80.309111,25.923079,21,3,2017,2939,{5d294526-7d1b-40b0-98a8-df2431f229bc}
-80.16830799999997,25.926841000000024,FL,FL0024,2,FL0024-002,NORTH MIAMI BEACH PUBLIC LIBRARY,1601 NORTHEAST 164TH STREET,NORTH MIAMI BEACH,33162,4016,MIAMI-DADE,3059482970.0,CE,23365,3302,52,2017,-80.168308,25.926841,21,3,2017,2939,{0f19a282-1394-4121-84f7-1480846175ae}
-80.19818799999996,25.927223000000026,FL,FL0025,48,FL0025-048,GOLDEN GLADES BRANCH LIBRARY,100 N.E. 166 STREET,MIAMI,33162,3424,MIAMI-DADE,3057871544.0,BR,7500,-1,52,2017,-80.198188,25.927223,21,3,2017,2939,{f3968e7b-fe47-4238-86e3-232eb163cad3}
-80.32706299999995,25.93278300000003,FL,FL0025,44,FL0025-044,PALM SPRINGS NORTH BRANCH LIBRARY,17601 N.W. 78 AVENUE,MIAMI,33015,3630,MIAMI-DADE,3058208564.0,BR,3500,-1,52,2017,-80.327063,25.932783,21,3,2017,2939,{7c1174be-c8d6-4cce-bcbf-cd5d815da1d5}
-81.71479299999999,25.93286800000004,FL,FL0020,4,FL0020-004,MARCO ISLAND BRANCH LIBRARY,210 SOUTH HEATHWOOD DR.,MARCO ISLAND,34145,5030,COLLIER,2393943272.0,BR,15600,2553,51,2017,-81.714793,25.932868,13,2,2017,83,{e75a5508-5adb-4cea-81ff-1cd6f84ec758}
-80.24320299999994,25.94111300000003,FL,FL0025,22,FL0025-022,NORTH DADE REGIONAL LIBRARY,2455 NW 183RD STREET,MIAMI GARDENS,33056,3641,MIAMI-DADE,3056256424.0,BR,50000,-1,52,2017,-80.243203,25.941113,21,3,2017,2939,{ab1bbb57-28a3-4e7a-8638-facf48eba43c}
-80.12131799999997,25.942821000000038,FL,FL0025,45,FL0025-045,SUNNY ISLES BEACH BRANCH LIBRARY,18070 COLLINS AVENUE,SUNNY ISLES BEACH,33160,2723,MIAMI-DADE,3056820726.0,BR,7500,-1,52,2017,-80.121318,25.942821,21,3,2017,-1,{4287bbad-1417-468d-b24d-110993cb694e}
-80.14307399999996,25.960919000000047,FL,FL0025,24,FL0025-024,NORTHEAST BRANCH LIBRARY,2930 AVENTURA BLVD.,AVENTURA,33180,3119,MIAMI-DADE,3059315512.0,BR,23000,-1,52,2017,-80.143074,25.960919,21,3,2017,2939,{ea6fb6b5-ee8e-42b7-943b-d40460b310e4}
-80.18682499999994,25.961967000000072,FL,FL0025,46,FL0025-046,CALIFORNIA CLUB BRANCH LIBRARY,850 IVES DAIRY ROAD,MIAMI,33179,2450,MIAMI-DADE,3057703155.0,BR,4500,-1,52,2017,-80.186825,25.961967,21,3,2017,2939,{18a38a24-c962-4909-88d3-70420bb3a519}
-80.14231099999995,25.981863000000033,FL,FL0012,6,FL0012-006,HALLANDALE BEACH BRANCH,300 S. FEDERAL HIGHWAY,HALLANDALE,33009,6431,BROWARD,9544571750.0,BR,14700,2359,52,2017,-80.142311,25.981863,21,3,2017,2937,{f0d0a33c-c808-4ff1-943c-a4c45f6e863e}
-80.30044999999996,25.988174000000072,FL,FL0012,47,FL0012-047,MIRAMAR BRANCH,2050 CIVIC CENTER PLACE,MIRAMAR,33025,7803,BROWARD,9544371806.0,BR,30000,2645,52,2017,-80.30045,25.988174,21,3,2017,2937,{9794a788-f26b-4fbb-9215-3181a950888c}
-80.15478899999994,25.99235900000008,FL,FL0012,48,FL0012-048,FOSTER PARK COMMUNITY CENTER MICRO-LIBRARY,609 NW 6TH AVENUE.,HALLANDALE,33009,2276,BROWARD,9543570310.0,BR,1700,1207,52,2017,-80.154789,25.992359,21,3,2017,2937,{1c8b9880-32db-462d-a4bf-03ed73bb32ec}
-80.19074299999994,25.994471000000033,FL,FL0012,11,FL0012-011,CARVER RANCHES BRANCH,4735 SW 18TH STREET,HOLLYWOOD,33023,3307,BROWARD,9543576245.0,BR,10000,2331,52,2017,-80.190743,25.994471,21,3,2017,2937,{4888d7f6-822d-4902-9732-92de98e6895f}
-80.11808999999994,26.00422800000007,FL,FL0012,36,FL0012-036,HOLLYWOOD BEACH BERNICE P. OSTER READING CENTER,1301 SOUTH OCEAN DRIVE,HOLLYWOOD,33019,2328,BROWARD,9549262437.0,BR,2500,1910,52,2017,-80.11809,26.004228,21,3,2017,-1,{a6526155-4ccc-4641-a24d-71409e220af7}
-80.23370899999998,26.00939900000003,FL,FL0012,17,FL0012-017,SOUTH REGIONAL/BCC LIBRARY,7300 PINES BOULEVARD,PEMBROKE PINES,33024,7227,BROWARD,9542018825.0,BR,70000,3585,52,2017,-80.233709,26.009399,21,3,2017,2937,{61a7472b-16bb-4036-bbe6-ceee532a478c}
-80.15978299999995,26.01015700000005,FL,FL0012,5,FL0012-005,HOLLYWOOD BRANCH,2600 HOLLYWOOD BOULEVARD,HOLLYWOOD,33020,4807,BROWARD,9549262430.0,BR,30000,2621,52,2017,-80.159783,26.010157,21,3,2017,2937,{aa4a81f2-9f58-4598-8366-a792008ac88b}
-80.32375799999994,26.013968000000034,FL,FL0012,39,FL0012-039,PEMBROKE PINES BRANCH/WALTER C. YOUNG RESOURCE CENTER,955 NW 129 AVENUE,PEMBROKE PINES,33028,1003,BROWARD,9544372635.0,BR,24000,2683,52,2017,-80.323758,26.013968,21,3,2017,2937,{16561d4e-1e6d-4b56-931c-f361a17f847c}
-80.37296599999996,26.029514000000063,FL,FL0012,41,FL0012-041,SOUTHWEST REGIONAL LIBRARY,16835 SHERIDAN STREET,PEMBROKE PINES,33331,2008,BROWARD,9545389996.0,BR,78000,3037,52,2017,-80.372966,26.029514,21,3,2017,2937,{794b5f9e-dc5a-47f3-96e1-dbc64a6ac3be}
-80.18421899999998,26.047475000000077,FL,FL0012,46,FL0012-046,STIRLING ROAD BRANCH,3151 STIRLING ROAD,HOLLYWOOD,33312,6526,BROWARD,9549852689.0,BR,20000,2080,52,2017,-80.184219,26.047475,21,3,2017,2937,{fa8e886d-819e-4956-843d-d5ad292175d4}
-80.14444499999996,26.052192000000048,FL,FL0012,4,FL0012-004,DANIA BEACH PAUL DEMAIO BRANCH,1 PARK AVENUE EAST,DANIA BEACH,33004,3569,BROWARD,9543577073.0,BR,10000,2351,52,2017,-80.144445,26.052192,21,3,2017,2937,{748556ac-7cd4-48ac-ae12-0ce4a7009712}
-80.25614899999994,26.06358800000004,FL,FL0012,8,FL0012-008,DAVIE/COOPER CITY BRANCH,4600 SW 82ND AVENUE,DAVIE,33328,3708,BROWARD,9546800050.0,BR,10000,2361,52,2017,-80.256149,26.063588,21,3,2017,2937,{ca859290-5e65-443c-a281-549a16e3d9f8}
-80.39374999999995,26.06748700000003,FL,FL0012,38,FL0012-038,WESTON BRANCH,4205 BONAVENTURE BLVD.,WESTON,33332,2111,BROWARD,9543892098.0,BR,30000,2663,52,2017,-80.39375,26.067487,21,3,2017,2937,{70108e2e-58c9-4d4f-9970-14b1d54303b2}
-80.24223799999999,26.081863000000055,FL,FL0012,45,FL0012-045,"ALVIN SHERMAN LIBRARY, RESEARCH & INFORMATION TECHNOLOGY CTR","3100 RAY FERRERO, JR. BLVD.",FORT LAUDERDALE,33314,1013,BROWARD,9542624601.0,BR,325000,4999,52,2017,-80.242238,26.081863,21,3,2017,2937,{b66111cb-8b90-4e88-9355-b056544a5716}
-81.74037199999998,26.09904800000004,FL,FL0020,3,FL0020-003,EAST NAPLES BRANCH LIBRARY,8787 TAMIAMI TRAIL EAST,NAPLES,34113,3313,COLLIER,2397755592.0,BR,6600,2094,51,2017,-81.740372,26.099048,21,4,2017,83,{ccb0b5a2-cf40-4230-bf1c-c2db5402986a}
-81.69406899999996,26.103271000000063,FL,FL0020,11,FL0020-011,SOUTH REGIONAL LIBRARY,8065 LELY CULTURAL PARKWAY,NAPLES,34113,9005,COLLIER,2392527542.0,BR,30000,2746,51,2017,-81.694069,26.103271,21,4,2017,83,{412d93f8-1541-476b-a377-30206f1c3904}
