Long,Lat,NCESID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCE_DATE,VAL_METHOD,VAL_DATE,WEBSITE,LEVEL_,ENROLLMENT,ST_GRADE,END_GRADE,DISTRICTID,FT_TEACHERS,SHELTER_ID
-82.30906020799995,29.645281218000036,120003000009,JOSEPH WILLIAMS ELEMENTARY SCHOOL,1245 SE 7TH AVE,GAINESVILLE,FL,32641,7151,(352) 955-6719,1,1,493,ALACHUA,12001,USA,29.6452812,-82.3090602,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003000009,2024-01-31 00:00:00,IMAGERY,2016-03-08 00:00:00,http://www.sbac.edu/williams,ELEMENTARY,469,KG,05,1200030,24,NOT AVAILABLE
-82.30898274999998,29.64211750800007,120003000010,ABRAHAM LINCOLN MIDDLE SCHOOL,1001 SE 12TH ST,GAINESVILLE,FL,32641,8101,(352) 955-6711,1,1,735,ALACHUA,12001,USA,29.6421175,-82.3089828,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003000010,2024-01-31 00:00:00,IMAGERY,2016-03-08 00:00:00,http://www.sbac.edu/lincoln,MIDDLE,709,06,08,1200030,26,10793416
-82.31346608399997,29.669203622000055,120003000011,HOWARD W. BISHOP MIDDLE SCHOOL,1262 NW 31ST DRIVE,GAINESVILLE,FL,32605,NOT AVAILABLE,(352) 955-6701,1,1,853,ALACHUA,12001,USA,29.6692036,-82.3134661,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003000011,2024-01-31 00:00:00,IMAGERY/OTHER,2016-03-08 00:00:00,http://www.sbac.edu/bishop,MIDDLE,823,06,08,1200030,30,10782822
-82.37051875899994,29.664404836000074,120003000012,WESTWOOD MIDDLE SCHOOL,3215 NW 15TH AVE,GAINESVILLE,FL,32605,5053,(352) 955-6718,1,1,876,ALACHUA,12001,USA,29.6644048,-82.3705188,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003000012,2024-01-31 00:00:00,IMAGERY,2016-03-08 00:00:00,http://www.sbac.edu/westwood,MIDDLE,847,06,08,1200030,29,10793427
-82.34063223999993,29.669418929000074,120003000013,GAINESVILLE HIGH SCHOOL,1900 NW 13TH ST,GAINESVILLE,FL,32609,3411,(352) 955-6707,1,1,1936,ALACHUA,12001,USA,29.6694189,-82.3406322,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003000013,2024-01-31 00:00:00,IMAGERY/OTHER,2016-03-08 00:00:00,http://www.sbac.edu/gainesville,HIGH,1873,09,12,1200030,63,10790696
-82.49240089499995,29.794607820000067,120003000014,ALACHUA ELEMENTARY SCHOOL,13800 NW 152ND PL,ALACHUA,FL,32615,4433,(386) 462-1841,1,1,326,ALACHUA,12001,USA,29.7946078,-82.4924009,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003000014,2024-01-31 00:00:00,IMAGERY/OTHER,2016-03-08 00:00:00,http://www.sbac.edu/alachua,ELEMENTARY,326,03,05,1200030,-999,10796815
-82.52291320499995,29.52004790600006,120003000015,ARCHER ELEMENTARY,14533 SW 170TH ST,ARCHER,FL,32618,4621,(352) 495-2111,1,1,484,ALACHUA,12001,USA,29.5200479,-82.5229132,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003000015,2024-01-31 00:00:00,IMAGERY/OTHER,2016-03-08 00:00:00,http://www.sbac.edu/archer,ELEMENTARY,457,PK,05,1200030,27,NOT AVAILABLE
-82.09386025299995,29.58956702200004,120003000016,HAWTHORNE MIDDLE/HIGH SCHOOL,21403 SE 69TH AVE,HAWTHORNE,FL,32640,NOT AVAILABLE,(352) 481-1900,1,1,472,ALACHUA,12001,USA,29.589567,-82.0938603,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003000016,2024-01-31 00:00:00,IMAGERY/OTHER,2016-03-08 00:00:00,http://www.sbac.edu/hawthorne,HIGH,458,06,12,1200030,14,10790707
-82.35435084499994,29.697000912000078,120003000017,C. W. NORTON ELEMENTARY SCHOOL,2200 NW 45TH AVE,GAINESVILLE,FL,32605,1331,(352) 955-6765,1,1,633,ALACHUA,12001,USA,29.6970009,-82.3543508,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003000017,2024-01-31 00:00:00,IMAGERY/OTHER,2016-03-08 00:00:00,http://www.sbac.edu/norton,ELEMENTARY,598,PK,05,1200030,35,10793420
-82.49323136699996,29.805293042000073,120003000018,A. L. MEBANE MIDDLE SCHOOL,16401 NW 140TH ST,ALACHUA,FL,32615,4422,(386) 462-1648,1,1,346,ALACHUA,12001,USA,29.805293,-82.4932314,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003000018,2024-01-31 00:00:00,IMAGERY,2016-03-08 00:00:00,http://www.sbac.edu/mebane,MIDDLE,332,06,08,1200030,14,10793418
-82.61551245399994,29.642554333000078,120003000019,NEWBERRY HIGH SCHOOL,400 SW 258TH ST,NEWBERRY,FL,32669,4112,(352) 472-1101,1,1,755,ALACHUA,12001,USA,29.6425543,-82.6155125,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003000019,2024-01-31 00:00:00,IMAGERY/OTHER,2016-03-08 00:00:00,http://www.sbac.edu/newberryhigh,HIGH,728,09,12,1200030,27,10793419
-82.52329592699994,29.806655247000037,120003000020,SANTA FE HIGH SCHOOL,16213 NW US HIGHWAY 441,ALACHUA,FL,32615,6399,(386) 462-1125,1,1,1154,ALACHUA,12001,USA,29.8066552,-82.5232959,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003000020,2024-01-31 00:00:00,IMAGERY,2016-03-08 00:00:00,http://www.sbac.edu/santafe,HIGH,1154,09,12,1200030,-999,10792357
-82.09090566299994,29.593937706000077,120003000021,CHESTER SHELL ELEMENTARY SCHOOL,21633 SE 65TH AVE,HAWTHORNE,FL,32640,3518,(352) 481-1901,1,1,380,ALACHUA,12001,USA,29.5939377,-82.0909057,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003000021,2024-01-31 00:00:00,IMAGERY/OTHER,2016-03-08 00:00:00,http://www.sbac.edu/shell,ELEMENTARY,355,PK,05,1200030,25,NOT AVAILABLE
-82.40768855999994,29.65544550100003,120003000023,MYRA TERWILLIGER ELEMENTARY SCHOOL,301 NW 62ND ST,GAINESVILLE,FL,32607,2003,(352) 955-6717,1,1,616,ALACHUA,12001,USA,29.6554455,-82.4076886,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003000023,2024-01-31 00:00:00,IMAGERY/OTHER,2016-03-08 00:00:00,http://www.sbac.edu/terwilliger,ELEMENTARY,586,PK,05,1200030,30,10793425
-82.34824341399997,29.60977007200006,120003000024,IDYLWILD ELEMENTARY SCHOOL,1700 SE 35TH AVE,GAINESVILLE,FL,32641,NOT AVAILABLE,(352) 955-6709,1,1,561,ALACHUA,12001,USA,29.6097701,-82.3482434,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003000024,2024-01-31 00:00:00,IMAGERY/OTHER,2016-03-08 00:00:00,http://www.sbac.edu/idylwild,ELEMENTARY,533,PK,05,1200030,28,10777501
-82.36471835799995,29.682395073000066,120003000025,GLEN SPRINGS ELEMENTARY SCHOOL,2826 NW 31ST AVE,GAINESVILLE,FL,32605,2241,(352) 955-6708,1,1,451,ALACHUA,12001,USA,29.6823951,-82.3647184,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003000025,2024-01-31 00:00:00,IMAGERY/OTHER,2016-03-08 00:00:00,http://www.sbac.edu/glensprings,ELEMENTARY,426,KG,05,1200030,25,NOT AVAILABLE
-82.30682600399996,29.684305900000027,120003000026,MARJORIE KINNAN RAWLINGS ELEMENTARY SCHOOL,3500 NE 15TH ST,GAINESVILLE,FL,32609,2430,(352) 955-6715,1,1,430,ALACHUA,12001,USA,29.6843059,-82.306826,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003000026,2024-01-31 00:00:00,IMAGERY/OTHER,2016-03-08 00:00:00,http://www.sbac.edu/rawlings,ELEMENTARY,402,PK,05,1200030,28,NOT AVAILABLE
-82.28684395299996,29.65563147900008,120003000027,PROFESSIONAL ACADEMY MAGNET AT LOFTEN HIGH SCHOOL,3000 E UNIVERSITY AVE,GAINESVILLE,FL,32641,6033,(352) 955-6839,1,1,285,ALACHUA,12001,USA,29.6556315,-82.286844,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003000027,2024-01-31 00:00:00,IMAGERY,2019-02-17 00:00:00,http://www.sbac.edu/loften,OTHER,271,PK,12,1200030,14,NOT AVAILABLE
-82.26838181699998,29.640161042000045,120003000028,EASTSIDE HIGH SCHOOL,1201 SE 43RD ST,GAINESVILLE,FL,32641,7661,(352) 955-6704,1,1,1262,ALACHUA,12001,USA,29.640161,-82.2683818,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003000028,2024-01-31 00:00:00,IMAGERY,2016-03-08 00:00:00,http://www.sbac.edu/eastside,HIGH,1220,09,12,1200030,42,10793413
-82.40212445999998,29.67861088500007,120003000029,F. W. BUCHHOLZ HIGH SCHOOL,5510 NW 27TH AVE,GAINESVILLE,FL,32606,6405,(352) 955-6702,1,1,2620,ALACHUA,12001,USA,29.6786109,-82.4021245,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003000029,2024-01-31 00:00:00,IMAGERY,2016-03-08 00:00:00,http://www.sbac.edu/buchholz,HIGH,2540,05,12,1200030,80,10796816
-82.44174691599994,29.673220877000063,120003000032,FORT CLARKE MIDDLE SCHOOL,9301 NW 23RD AVE,GAINESVILLE,FL,32606,5115,(352) 333-2800,1,1,961,ALACHUA,12001,USA,29.6732209,-82.4417469,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003000032,2024-01-31 00:00:00,IMAGERY/OTHER,2016-03-08 00:00:00,http://www.sbac.edu/fortclarke,MIDDLE,961,06,08,1200030,-999,10793414
-82.61391006299993,29.637758614000063,120003000033,NEWBERRY ELEMENTARY SCHOOL,25705 SW 15TH AVE,NEWBERRY,FL,32669,2554,(352) 472-1100,1,1,698,ALACHUA,12001,USA,29.6377586,-82.6139101,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003000033,2024-01-31 00:00:00,IMAGERY,2010-05-31 00:00:00,http://www.sbac.edu/newberryelementary,ELEMENTARY,661,PK,04,1200030,37,NOT AVAILABLE
-82.49299938199994,29.77932173000005,120003000034,W. W. IRBY ELEMENTARY SCHOOL,13505 NW 140TH ST,ALACHUA,FL,32615,6110,(386) 462-5002,1,1,407,ALACHUA,12001,USA,29.7793217,-82.4929994,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003000034,2024-01-31 00:00:00,IMAGERY/OTHER,2016-03-08 00:00:00,http://www.sbac.edu/irby,ELEMENTARY,379,PK,02,1200030,28,10782825
-82.60548596799998,29.64098750200003,120003000619,OAK VIEW MIDDLE SCHOOL,1203 SW 250TH ST,NEWBERRY,FL,32669,5238,(352) 472-1102,1,1,1006,ALACHUA,12001,USA,29.6409875,-82.605486,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003000619,2024-01-31 00:00:00,IMAGERY,2016-03-08 00:00:00,http://www.sbac.edu/oakview,MIDDLE,964,05,08,1200030,42,10792332
-82.28154157999995,29.683026814000073,120003002107,ALACHUA REGIONAL JUVENILE DETENTION CENTER,3440 NE 39TH AVE,GAINESVILLE,FL,32609,2638,(352) 955-7895,4,2,-999,ALACHUA,12001,USA,29.6830268,-82.2815416,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003002107,2024-01-31 00:00:00,IMAGERY,2010-05-31 00:00:00,http://www.sequelyouthservices.com,NOT REPORTED,-999,M,M,1200030,-999,NOT AVAILABLE
-82.42036570499994,29.61140937600004,120003002465,KIMBALL WILES ELEMENTARY SCHOOL,4601 SW 75TH ST,GAINESVILLE,FL,32608,4204,(352) 955-6955,1,1,910,ALACHUA,12001,USA,29.6114094,-82.4203657,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003002465,2024-01-31 00:00:00,IMAGERY,2010-05-31 00:00:00,http://www.sbac.edu/wiles,ELEMENTARY,862,PK,05,1200030,48,10793405
-82.38738816599994,29.708011876000057,120003002466,WILLIAM S. TALBOT ELEM SCHOOL,5701 NW 43RD ST,GAINESVILLE,FL,32653,3331,(352) 955-6716,1,1,671,ALACHUA,12001,USA,29.7080119,-82.3873882,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003002466,2024-01-31 00:00:00,IMAGERY/OTHER,2016-03-08 00:00:00,http://www.sbac.edu/talbot,ELEMENTARY,631,PK,05,1200030,40,10793424
-82.44070855099994,29.671433199000035,120003002588,HIDDEN OAK ELEMENTARY SCHOOL,2100 FORT CLARKE BLVD,GAINESVILLE,FL,32606,7107,(352) 333-2801,1,1,825,ALACHUA,12001,USA,29.6714332,-82.4407086,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003002588,2024-01-31 00:00:00,IMAGERY/OTHER,2016-03-08 00:00:00,http://www.sbac.edu/hiddenoak,ELEMENTARY,775,PK,05,1200030,50,10790746
-82.30762343999999,29.68460281800003,120003002975,FEARNSIDE FAMILY SERVICES CENTER,3600 NE 15TH ST,GAINESVILLE,FL,32609,2484,(352) 955-6875,1,1,0,ALACHUA,12001,USA,29.6846028,-82.3076234,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003002975,2024-01-31 00:00:00,IMAGERY,2010-05-31 00:00:00,http://www.sbac.edu/eldtpa,PREKINDERGARTEN,0,PK,PK,1200030,0,NOT AVAILABLE
-82.42069988499998,29.607529889000034,120003003022,KANAPAHA MIDDLE SCHOOL,5005 SW 75TH ST,GAINESVILLE,FL,32608,4430,(352) 955-6960,1,1,1140,ALACHUA,12001,USA,29.6075299,-82.4206999,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003003022,2024-01-31 00:00:00,IMAGERY,2016-03-08 00:00:00,http://www.sbac.edu/kanapaha,MIDDLE,1094,06,08,1200030,46,10774457
-82.30117499999994,29.65128500000003,120003003141,HOSPITAL HOMEBOUND,1817 E UNIVERSITY AVE,GAINESVILLE,FL,32641,2629,(352) 955-7671,2,1,36,ALACHUA,12001,USA,29.651285,-82.301175,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003003141,2024-01-31 00:00:00,IMAGERY/OTHER,2022-05-18 00:00:00,http://fl02219191.schoolwires.net/page/23,OTHER,36,KG,12,1200030,0,NOT AVAILABLE
-82.42167924299997,29.612030940000068,120003003143,WILES HEAD START,4556 SW 75TH ST,GAINESVILLE,FL,32608,4203,(352) 955-7010,1,1,0,ALACHUA,12001,USA,29.6120309,-82.4216792,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003003143,2024-01-31 00:00:00,IMAGERY,2019-02-19 00:00:00,NOT AVAILABLE,PREKINDERGARTEN,0,PK,PK,1200030,0,NOT AVAILABLE
-82.30657199299998,29.68987301900006,120003003144,THE ONE ROOM SCHOOL HOUSE PROJECT,4180 NE 15TH ST,GAINESVILLE,FL,32609,2011,(352) 376-4014,1,1,188,ALACHUA,12001,USA,29.689873,-82.306572,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003003144,2024-01-31 00:00:00,IMAGERY,2010-05-31 00:00:00,http://www.orsh.net/,ELEMENTARY,177,KG,06,1200030,11,NOT AVAILABLE
-82.28985416199998,29.504789852000044,120003003145,MICANOPY AREA COOPERATIVE SCHOOL INC.,802 NW SEMINARY AVE,MICANOPY,FL,32667,8500,(352) 466-0990,1,1,231,ALACHUA,12001,USA,29.5047899,-82.2898542,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003003145,2024-01-31 00:00:00,IMAGERY/OTHER,2010-06-02 00:00:00,http://www.macschool.us/,ELEMENTARY,217,PK,05,1200030,14,NOT AVAILABLE
-82.27192824099996,29.68024424200007,120003003281,ALACHUA ACADEMY,3430 NE 39TH AVE,GAINESVILLE,FL,32609,2638,(352) 955-7895,4,2,-999,ALACHUA,12001,USA,29.6802442,-82.2719282,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003003281,2024-01-31 00:00:00,IMAGERY/OTHER,2016-03-08 00:00:00,http://www.sequelyouthservices.com,NOT REPORTED,-999,M,M,1200030,-999,NOT AVAILABLE
-82.41365328899997,29.59988652800007,120003003282,AMIKIDS,6815 SW ARCHER RD,GAINESVILLE,FL,32608,4720,(352) 336-4657,4,1,26,ALACHUA,12001,USA,29.5998865,-82.4136533,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003003282,2024-01-31 00:00:00,IMAGERY/OTHER,2019-09-30 00:00:00,http://amikids-gainesville.org,HIGH,26,06,12,1200030,0,NOT AVAILABLE
-82.31301080699996,29.648699991000058,120003003283,PACE,1010 SE 4TH AVE,GAINESVILLE,FL,32601,6907,(352) 374-8799,4,1,50,ALACHUA,12001,USA,29.6487,-82.3130108,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003003283,2024-01-31 00:00:00,IMAGERY/OTHER,2016-03-08 00:00:00,http://www.pacecenter.org/alachua,HIGH,50,06,12,1200030,0,NOT AVAILABLE
-82.31540866599994,29.633707827000023,120003003285,CARING & SHARING LEARNING SCHOOL,1951 SE 4TH ST,GAINESVILLE,FL,32641,8718,(352) 372-1004,1,1,271,ALACHUA,12001,USA,29.6337078,-82.3154087,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003003285,2024-01-31 00:00:00,IMAGERY,2010-05-31 00:00:00,http://caringandsharingschool.com,ELEMENTARY,255,PK,06,1200030,16,NOT AVAILABLE
-82.44455945199996,29.628193809000038,120003003530,LAWTON M. CHILES ELEMENTARY SCHOOL,2525 SCHOOL HOUSE RD,GAINESVILLE,FL,32608,8645,(352) 333-2825,1,1,791,ALACHUA,12001,USA,29.6281938,-82.4445595,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003003530,2024-01-31 00:00:00,IMAGERY/OTHER,2016-03-08 00:00:00,http://www.sbac.edu/chiles,ELEMENTARY,749,PK,05,1200030,42,10782826
-82.40630236699997,29.607271788000048,120003003532,THE EINSTEIN SCHOOL INC.,5910 SW ARCHER RD,GAINESVILLE,FL,32608,4702,(352) 335-4321,4,1,109,ALACHUA,12001,USA,29.6072718,-82.4063024,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003003532,2024-01-31 00:00:00,IMAGERY/OTHER,2016-03-08 00:00:00,http://www.emschool.org/,MIDDLE,102,02,08,1200030,7,NOT AVAILABLE
-82.34173307099996,29.602956208000023,120003003533,EXPRESSIONS LEARNING ARTS ACADEMY,5408 SW 13TH ST,GAINESVILLE,FL,32608,5038,(352) 373-5223,1,1,92,ALACHUA,12001,USA,29.6029562,-82.3417331,611110,ELEMENTARY AND SECONDARY SCHOOLS,https://nces.ed.gov/ccd/schoolsearch/school_list.asp?schoolid=120003003533,2024-01-31 00:00:00,IMAGERY/OTHER,2016-03-08 00:00:00,http://www.expressionsacademy.org/,ELEMENTARY,84,KG,05,1200030,8,NOT AVAILABLE
